,Matlab Date,Time Collected PT (hhmm),Temp (deg C),Chl Volume Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg Phaeo (mg/m3),Nitrate (uM),Phosphate (uM),Silicate (uM) ,Nitrite (uM),Ammonium (uM),'CellCountDetection_Limit','Total_Diatoms','Akashiwo_sanguinea',Total_Tripos',Total_Cochlodinium_spp','Lingulodinium_polyedra',Total_Prorocentrum_spp','Total_Dinoflagellates','Total_Phytoplankton',DATE,SURF_SAL_PSU,BOT_SAL_PSU,SURF_TEMP_C,BOT_TEMP_C,WSPD
846,736840.391666667,924,16.7,100.0,4.37,4.33,4.35,0.9,1.04,0.97,1.21,0.26,6.0,0.0,0.5,,,,,,,,,,2017-05-25,33.58,33.55,16.9,16.6,2.545138888888889
847,736844.388194445,920,14.7,100.0,8.93,8.5,8.71,3.74,3.09,3.42,1.7,0.51,3.2,0.0,0.54,1480.0,1287909.0,0.0,1480.0,0.0,0.0,7402.0,62175.0,1350084.0,2017-05-29,33.56,33.54,16.7,16.7,1.9506944444444445
848,736847.395833333,930,17.2,100.0,1.86,1.81,1.83,0.61,0.62,0.61,0.89,0.2,2.7,0.0,1.57,,,,,,,,,,2017-06-01,33.56,33.5,17.4,17.4,3.0027777777777778
849,736851.390972222,923,18.0,100.0,1.76,1.77,1.77,0.89,0.89,0.89,0.21,0.16,1.1,0.0,1.14,410.0,90255.0,0.0,410.0,0.0,0.0,2051.0,29538.0,119793.0,2017-06-05,33.54,33.52,18.1,18.0,2.28125
850,736854.39375,928,18.2,100.0,1.27,1.3,1.28,0.33,0.32,0.32,0.0,0.19,1.1,0.0,1.37,,,,,,,,,,2017-06-08,33.59,33.54,18.5,17.8,4.120833333333334
851,736858.382638889,912,18.5,100.0,2.24,2.4,2.32,0.9,0.87,0.88,0.49,0.29,3.0,0.0,0.71,410.0,47589.0,0.0,3692.0,18872.0,2872.0,4103.0,90255.0,137844.0,2017-06-12,,,,,7.404861111111111
852,736861.382638889,912,20.0,100.0,2.24,2.19,2.21,0.64,0.69,0.66,0.28,0.25,2.5,0.0,0.73,,,,,,,,,,2017-06-15,33.6,33.55,20.1,18.4,2.3006944444444444
853,736865.388194445,920,21.1,100.0,2.69,2.8,2.75,0.88,0.82,0.85,0.0,0.15,2.5,0.0,0.84,136.0,20118.0,0.0,1495.0,544.0,3534.0,5029.0,56683.0,76801.0,2017-06-19,33.63,33.59,21.3,21.0,2.2291666666666665
854,736868.395833333,930,16.7,100.0,3.63,3.84,3.74,1.01,1.06,1.03,3.79,0.6,8.6,0.0,0.52,,,,,,,,,,2017-06-22,33.62,33.57,17.3,17.1,2.438194444444445
855,736872.388194445,920,16.9,100.0,3.14,3.13,3.14,0.8,0.83,0.82,0.44,0.32,6.3,0.0,0.86,136.0,36430.0,0.0,9379.0,816.0,9923.0,2175.0,54373.0,90803.0,2017-06-26,,,,,2.952777777777777
856,736875.378472222,905,19.4,100.0,3.13,3.11,3.12,0.47,0.56,0.52,0.0,0.0,4.5,0.0,0.35,,,,,,,,,,2017-06-29,33.58,33.5,20.1,15.4,3.1576388888888887
857,736879.407638889,947,20.0,100.0,2.82,3.02,2.92,0.41,0.44,0.42,0.0,0.17,7.5,0.0,0.47,626.0,137051.0,0.0,1252.0,1252.0,21277.0,40678.0,155825.0,292876.0,2017-07-03,,,,,2.017361111111111
858,736882.388194445,920,20.8,100.0,3.73,3.38,3.55,0.39,0.42,0.41,0.0,0.0,5.4,0.0,0.79,,,,,,,,,,2017-07-06,33.59,33.52,22.4,17.6,2.899305555555556
859,736886.385416667,915,22.4,100.0,1.59,1.57,1.58,0.4,0.44,0.42,0.0,0.0,4.5,0.0,0.63,626.0,143934.0,0.0,1878.0,4381.0,0.0,1252.0,148315.0,292249.0,2017-07-10,33.56,33.55,22.5,22.4,1.7743055555555556
860,736889.405555556,945,23.5,100.0,2.36,2.38,2.37,0.44,0.51,0.47,0.0,0.0,3.6,0.0,0.59,,,,,,,,,,2017-07-13,33.6,33.57,23.6,23.2,2.5652777777777778
861,736893.395833333,930,23.2,100.0,1.31,1.3,1.3,0.29,0.42,0.35,0.0,0.0,2.3,0.0,0.57,136.0,217762.0,0.0,1088.0,0.0,408.0,2039.0,36973.0,254735.0,2017-07-17,33.61,33.59,24.1,24.1,2.699305555555556
862,736896.385416667,915,23.9,100.0,2.53,2.42,2.48,0.57,0.57,0.57,0.0,0.0,2.0,0.0,0.34,,,,,,,,,,2017-07-20,,,,,2.31875
863,736900.388194445,920,23.8,100.0,2.03,2.05,2.04,0.57,0.61,0.59,0.0,0.0,1.9,0.0,0.55,136.0,47032.0,0.0,816.0,0.0,0.0,4350.0,24604.0,71636.0,2017-07-24,,,,,2.6979166666666665
864,736903.41875,1004,23.5,100.0,1.97,1.88,1.93,0.89,0.93,0.91,0.0,0.16,2.2,0.0,1.31,,,,,,,,,,2017-07-27,,,,,3.755555555555555
865,736907.392361111,925,23.7,100.0,2.76,3.08,2.92,1.13,1.51,1.32,0.0,0.0,1.3,0.0,0.68,626.0,1031947.0,0.0,1252.0,0.0,0.0,7510.0,78225.0,1110172.0,2017-07-31,33.68,33.53,23.7,20.3,3.451388888888889
866,736910.394444444,929,23.8,100.0,2.34,1.74,2.04,0.56,0.48,0.52,0.0,0.0,1.5,0.0,0.32,,,,,,,,,,2017-08-03,33.66,33.51,24.1,20.6,3.134027777777778
867,736914.384027778,913,21.8,100.0,2.42,2.43,2.43,0.86,0.8,0.83,0.22,0.11,2.1,0.0,0.49,136.0,259629.0,0.0,2311.0,0.0,0.0,16720.0,44721.0,304350.0,2017-08-07,33.58,33.45,22.1,18.3,3.6104166666666666
868,736917.392361111,925,16.9,100.0,2.13,2.32,2.23,0.69,0.67,0.68,0.28,0.42,4.9,0.0,0.74,,,,,,,,,,2017-08-10,33.58,33.44,20.3,17.5,2.4475524475524475
869,736921.385416667,915,19.9,100.0,2.49,2.54,2.52,0.54,0.54,0.54,0.0,0.21,3.3,0.0,0.9,136.0,76122.0,0.0,2991.0,0.0,0.0,20389.0,52062.0,128184.0,2017-08-14,33.5,33.47,21.6,21.0,3.1319444444444446
870,736924.388194445,920,17.4,100.0,1.32,1.33,1.33,0.46,0.51,0.48,0.38,0.37,3.6,0.0,0.66,,,,,,,,,,2017-08-17,33.44,33.41,17.6,16.6,3.4118055555555555
871,736928.385416667,915,21.9,100.0,2.8,2.69,2.75,0.43,0.45,0.44,0.0,0.0,0.0,0.0,0.37,626.0,997528.0,0.0,10013.0,0.0,0.0,8761.0,56322.0,1053850.0,2017-08-21,33.59,33.55,22.2,22.2,2.1500000000000004
872,736931.385416667,915,21.4,100.0,2.82,2.95,2.89,0.83,0.97,0.9,0.23,0.12,0.0,0.0,0.47,,,,,,,,,,2017-08-24,,,,,2.623611111111112
873,736935.378472222,905,21.0,100.0,2.35,2.38,2.37,0.64,0.86,0.75,0.0,0.11,0.0,0.0,0.31,322.0,851144.0,0.0,1930.0,0.0,0.0,3216.0,52091.0,903235.0,2017-08-28,33.56,33.53,21.5,21.3,4.981249999999999
874,736938.384027778,913,22.3,100.0,2.1,2.1,2.1,0.71,0.64,0.68,0.27,0.14,0.0,0.0,0.32,,,,,,,,,,2017-08-31,33.55,33.52,23.2,22.6,2.363888888888889
875,736943.388194445,920,22.5,100.0,1.71,1.75,1.73,0.39,0.34,0.36,0.0,0.0,1.2,0.0,0.42,136.0,345402.0,0.0,952.0,0.0,408.0,3263.0,37109.0,382511.0,2017-09-05,33.51,33.48,22.7,22.6,3.0284722222222222
876,736945.384027778,913,21.5,100.0,1.17,1.17,1.17,0.4,0.41,0.41,0.0,0.13,1.4,0.0,0.39,,,,,,,,,,2017-09-07,33.51,33.44,21.6,20.4,3.691666666666667
877,736949.384027778,913,21.8,100.0,1.16,1.25,1.2,0.49,0.48,0.49,0.0,0.14,1.4,0.0,0.57,136.0,21885.0,0.0,272.0,0.0,136.0,4350.0,26507.0,48392.0,2017-09-11,33.48,33.42,23.5,21.0,3.686805555555555
878,736952.388194445,920,21.1,100.0,1.04,1.08,1.06,0.45,0.44,0.44,0.0,0.13,1.9,0.0,1.39,,,,,,,,,,2017-09-14,33.55,33.39,,,3.955555555555556
879,736956.392361111,925,21.1,100.0,1.3,1.35,1.32,0.5,0.5,0.5,0.0,0.15,1.6,0.0,1.2,136.0,24740.0,0.0,680.0,0.0,1223.0,2855.0,28410.0,53150.0,2017-09-18,33.5,33.45,24.3,21.4,2.095833333333333
880,736959.38125,910,20.2,100.0,0.66,0.61,0.64,0.21,0.23,0.22,0.0,0.0,1.8,0.0,0.59,,,,,,,,,,2017-09-21,,,,,5.346527777777777
881,736963.388194445,920,19.8,100.0,1.26,1.19,1.22,0.55,0.51,0.53,0.0,0.14,2.1,0.0,0.62,136.0,31264.0,0.0,544.0,0.0,680.0,5437.0,30177.0,61441.0,2017-09-25,33.48,33.44,20.0,19.6,3.39375
882,736966.388194445,920,20.6,100.0,1.17,1.22,1.2,0.4,0.38,0.39,0.0,0.14,2.4,0.0,0.64,,,,,,,,,,2017-09-28,33.47,33.46,20.8,20.8,3.020138888888889
883,736970.386111111,917,20.2,100.0,0.76,0.8,0.78,0.31,0.33,0.32,0.0,0.14,2.1,0.0,1.09,136.0,34527.0,0.0,272.0,0.0,0.0,1359.0,19438.0,53965.0,2017-10-02,,,,,2.913888888888889
884,736973.386111111,916,20.1,100.0,1.35,1.35,1.35,0.32,0.4,0.36,0.0,0.14,2.9,0.0,0.61,,,,,,,,,,2017-10-05,33.51,33.47,20.3,20.2,2.947222222222222
885,736977.395833333,930,19.7,100.0,0.9,0.97,0.94,0.35,0.4,0.37,0.0,0.2,2.7,0.0,1.18,136.0,58315.0,0.0,272.0,0.0,272.0,3670.0,20662.0,78977.0,2017-10-09,33.52,33.48,21.2,20.9,4.818055555555556
886,736980.386111111,916,20.2,100.0,1.79,1.66,1.72,0.88,0.83,0.85,0.0,0.18,2.8,0.0,0.62,,,,,,,,,,2017-10-12,33.53,33.48,20.9,20.5,2.726388888888889
887,736984.3875,919,20.3,100.0,1.37,1.41,1.39,0.52,0.55,0.54,0.0,0.2,2.9,0.0,1.09,136.0,28682.0,0.0,0.0,0.0,0.0,3263.0,17807.0,46489.0,2017-10-16,33.54,33.47,21.1,20.7,3.1097222222222225
888,736987.403472222,941,20.7,100.0,1.09,1.11,1.1,0.39,0.38,0.38,0.0,0.12,2.9,0.0,1.05,,,,,,,,,,2017-10-19,,,,,3.991666666666666
889,736991.388194445,920,18.9,100.0,1.97,2.03,2.0,0.94,0.88,0.91,0.0,0.26,3.7,0.0,0.56,410.0,73845.0,0.0,410.0,0.0,2051.0,18462.0,63179.0,137024.0,2017-10-23,33.51,33.46,19.1,19.4,2.560416666666667
890,736994.384027778,913,19.0,100.0,1.19,1.21,1.2,0.34,0.37,0.36,0.0,0.24,3.2,0.0,1.14,,,,,,,,,,2017-10-26,,,,,2.4847222222222225
891,736998.38125,910,19.4,100.0,1.44,1.54,1.49,0.53,0.48,0.5,0.0,0.14,2.5,0.0,1.27,136.0,29497.0,0.0,1360.0,0.0,544.0,2311.0,22565.0,52062.0,2017-10-30,33.52,33.5,20.0,19.8,3.46875
892,737001.388194445,920,19.0,100.0,1.64,1.69,1.66,0.45,0.38,0.41,0.0,0.17,2.8,0.0,0.95,,,,,,,,,,2017-11-02,33.55,33.49,19.3,19.2,2.686111111111112
893,737005.425694444,1013,18.1,100.0,1.98,1.96,1.97,0.52,0.65,0.59,0.0,0.31,3.4,0.0,0.54,410.0,143588.0,0.0,820.0,0.0,410.0,18872.0,64820.0,208408.0,2017-11-06,33.51,33.46,18.4,17.9,3.511111111111111
894,737008.422222222,1009,17.7,100.0,2.03,2.08,2.05,0.78,0.75,0.77,0.0,0.29,3.6,0.0,0.33,,,,,,,,,,2017-11-09,33.49,33.4,17.9,16.5,3.859027777777778
895,737012.440277778,1035,17.3,100.0,1.5,1.6,1.55,0.9,0.79,0.85,0.22,0.32,3.4,0.0,0.75,626.0,111393.0,0.0,1252.0,0.0,626.0,7509.0,51942.0,163335.0,2017-11-13,33.47,33.44,17.5,17.8,4.001449275362319
896,737015.427777778,1016,17.3,100.0,1.91,1.99,1.95,0.61,0.71,0.66,0.0,0.26,3.1,0.0,0.51,,,,,,,,,,2017-11-16,33.41,33.45,18.0,17.7,2.961111111111111
897,737019.427083333,1015,15.7,100.0,2.45,2.35,2.4,0.81,0.88,0.85,0.75,0.42,4.8,0.0,0.32,626.0,159579.0,0.0,626.0,0.0,626.0,10014.0,74470.0,234049.0,2017-11-20,33.45,33.41,16.0,15.7,3.9229166666666666
898,737022.429166667,1019,16.6,100.0,0.04,0.06,0.05,2.15,1.98,2.07,0.0,0.36,3.9,0.0,0.57,,,,,,,,,,2017-11-23,33.45,33.41,16.7,16.6,2.91875
899,737026.427777778,1017,17.1,100.0,1.84,1.79,1.82,0.65,0.73,0.69,0.23,0.33,2.8,0.0,0.56,626.0,159579.0,0.0,3755.0,0.0,626.0,7509.0,65709.0,225288.0,2017-11-27,33.42,33.43,17.1,17.2,7.145833333333333
900,737029.432638889,1023,16.5,100.0,1.48,1.5,1.49,0.47,0.46,0.47,0.0,0.33,2.7,0.0,0.82,,,,,,,,,,2017-11-30,33.48,33.45,16.6,16.8,1.945774647887324
901,737033.386111111,917,16.5,100.0,0.88,0.82,0.85,0.44,0.45,0.45,0.28,0.26,2.5,0.0,0.38,136.0,40915.0,0.0,408.0,0.0,136.0,680.0,14817.0,55732.0,2017-12-04,33.48,33.48,16.5,16.5,3.891608391608392
902,737036.423611111,1011,16.0,100.0,1.31,1.26,1.28,0.49,0.55,0.52,0.32,0.36,3.3,0.0,0.44,,,,,,,,,,2017-12-07,33.48,33.48,16.3,16.2,5.308333333333334
903,737040.429166667,1019,16.4,100.0,0.8,0.83,0.81,0.5,0.46,0.48,0.0,0.28,2.3,0.0,0.61,89.0,9268.0,0.0,534.0,0.0,267.0,445.0,9178.0,18446.0,2017-12-11,33.55,33.51,17.2,16.7,1.7743055555555556
904,737043.427777778,1017,16.3,100.0,1.05,0.95,1.0,0.49,0.54,0.51,0.0,0.24,2.3,0.0,0.43,,,,,,,,,,2017-12-14,33.57,33.51,16.8,16.8,2.040277777777778
905,737047.427777778,1017,16.4,100.0,0.65,0.69,0.67,0.36,0.35,0.36,0.0,0.42,2.3,0.0,0.63,89.0,12208.0,0.0,802.0,0.0,178.0,801.0,11050.0,23258.0,2017-12-18,33.59,33.55,16.5,16.5,3.3541666666666665
906,737050.438194444,1031,16.0,100.0,1.26,1.24,1.25,0.59,0.6,0.6,0.24,0.34,2.3,0.0,0.31,,,,,,,,,,2017-12-21,33.59,33.54,16.4,16.4,9.020138888888887
907,737052.422916667,1010,15.6,100.0,1.24,1.22,1.23,0.48,0.54,0.51,0.23,0.25,2.5,0.0,0.44,136.0,24875.0,0.0,1224.0,0.0,408.0,1088.0,39284.0,64159.0,2017-12-23,33.63,33.54,16.2,16.1,4.263194444444444
908,737062.429861111,1020,16.3,100.0,0.68,0.65,0.67,0.37,0.39,0.38,0.23,0.3,2.5,0.0,0.54,136.0,25011.0,0.0,544.0,0.0,816.0,1360.0,19982.0,44993.0,2018-01-02,,,,,2.2513888888888887
909,737064.421527778,1007,15.9,100.0,0.91,0.92,0.92,0.68,0.69,0.69,0.52,0.36,3.1,0.0,0.79,,,,,,,,,,2018-01-04,33.56,33.51,16.6,16.5,1.725
910,737068.451388889,1050,16.3,100.0,0.94,0.96,0.95,0.6,0.66,0.63,0.34,0.35,2.7,0.0,1.25,136.0,54237.0,0.0,816.0,0.0,544.0,408.0,16312.0,70549.0,2018-01-08,,,,,3.2694444444444444
911,737071.428472222,1018,16.4,100.0,0.55,0.55,0.55,0.61,0.65,0.63,0.41,0.33,2.6,0.0,1.02,,,,,,,,,,2018-01-11,,,,,2.5875000000000004
912,737076.440972222,1036,16.3,100.0,0.89,0.86,0.88,0.59,0.58,0.58,0.49,0.32,3.1,0.0,0.92,410.0,92717.0,0.0,410.0,0.0,821.0,1641.0,30769.0,123486.0,2018-01-16,,,,,2.8069444444444445
913,737078.424305556,1012,16.2,100.0,0.93,0.91,0.92,0.61,0.62,0.62,0.56,0.35,3.0,0.0,0.78,,,,,,,,,,2018-01-18,33.42,,16.8,,3.9166666666666665
914,737082.447222222,1045,15.5,100.0,1.22,1.23,1.22,0.61,0.56,0.59,0.75,0.37,3.4,0.0,0.43,136.0,31808.0,0.0,816.0,0.0,816.0,2719.0,17127.0,48935.0,2018-01-22,33.49,33.45,15.7,15.6,5.5256944444444445
915,737085.421527778,1007,15.2,100.0,1.63,1.52,1.58,0.45,0.52,0.49,0.55,0.22,3.6,0.0,0.74,,,,,,,,,,2018-01-25,33.51,33.47,15.6,15.5,4.797222222222222
916,737089.448611111,1046,15.5,100.0,2.46,2.63,2.54,0.61,0.54,0.57,0.0,0.27,3.5,0.0,0.53,626.0,201508.0,0.0,4381.0,0.0,2503.0,11891.0,73219.0,274727.0,2018-01-29,33.54,33.49,17.4,16.2,3.970138888888889
917,737092.422916667,1010,15.7,100.0,1.46,1.46,1.46,0.31,0.24,0.28,0.28,0.28,2.7,0.0,0.31,,,,,,,,,,2018-02-01,,,,,1.2465277777777777
918,737096.451388889,1050,15.7,100.0,1.29,1.23,1.26,0.27,0.3,0.29,0.0,0.26,2.3,0.0,0.64,136.0,167603.0,0.0,1359.0,0.0,544.0,2311.0,18215.0,185818.0,2018-02-05,33.53,33.5,15.9,15.6,2.4340277777777777
919,737099.425694444,1013,16.0,100.0,1.28,1.28,1.28,0.3,0.39,0.35,0.0,0.24,1.9,0.0,0.5,,,,,,,,,,2018-02-08,,,,,4.314583333333333
920,737103.454861111,1055,16.2,100.0,1.03,1.03,1.03,0.32,0.27,0.3,0.0,0.27,2.3,0.0,0.33,136.0,36022.0,0.0,408.0,0.0,1359.0,1496.0,47032.0,83054.0,2018-02-12,33.58,,16.5,,6.36875
921,737106.435416667,1028,16.3,100.0,1.53,1.44,1.48,0.56,0.46,0.51,0.3,0.3,1.8,0.0,0.79,,,,,,,,,,2018-02-15,33.58,33.53,16.7,16.5,3.859027777777778
922,737110.420138889,1005,15.9,100.0,1.31,1.44,1.37,0.54,0.6,0.57,0.31,0.36,1.8,0.0,1.05,410.0,111999.0,0.0,2051.0,0.0,3282.0,6155.0,43076.0,155075.0,2018-02-19,,,,,10.775
923,737113.416666667,1001,14.9,100.0,1.92,1.91,1.92,0.57,0.51,0.54,0.31,0.33,2.2,0.0,0.58,,,,,,,,,,2018-02-22,33.6,33.56,15.0,14.8,4.039583333333334
924,737117.447222222,1045,14.4,100.0,1.83,1.77,1.8,0.73,0.72,0.73,0.94,0.4,3.7,0.0,0.48,136.0,64975.0,0.0,680.0,0.0,1359.0,3942.0,21749.0,86724.0,2018-02-26,33.59,33.57,14.5,14.4,3.89375
925,737120.420833333,1006,14.0,100.0,1.8,1.82,1.81,0.58,0.62,0.6,1.05,0.32,4.7,0.0,0.0,,,,,,,,,,2018-03-01,33.57,33.53,14.5,14.3,2.05
926,737124.449305556,1047,14.5,100.0,1.43,1.49,1.46,0.52,0.49,0.51,0.43,0.3,4.7,0.0,0.0,136.0,54373.0,0.0,544.0,0.0,816.0,7476.0,27458.0,81831.0,2018-03-05,33.55,33.5,15.8,15.4,2.920422535211268
927,737127.420833333,1006,14.5,100.0,3.94,3.99,3.96,0.87,1.01,0.94,0.2,0.31,2.7,0.0,0.54,,,,,,,,,,2018-03-08,33.56,33.5,15.3,14.3,2.618055555555556
928,737131.45,1048,15.4,100.0,2.03,2.05,2.04,0.62,0.63,0.62,0.0,0.22,2.1,0.0,0.0,410.0,215792.0,0.0,1642.0,0.0,0.0,7795.0,85743.0,301535.0,2018-03-12,33.53,33.46,15.5,15.4,2.586805555555556
929,737134.425694444,1013,14.7,100.0,1.88,1.84,1.86,0.95,0.98,0.97,1.16,0.35,3.9,0.0,0.0,,,,,,,,,,2018-03-15,33.53,,15.7,,7.388888888888889
930,737138.421527778,1007,14.8,100.0,1.69,1.65,1.67,0.7,0.77,0.73,1.33,0.33,4.2,0.0,0.39,410.0,102153.0,0.0,1641.0,0.0,0.0,7795.0,57025.0,159178.0,2018-03-19,33.5,33.56,15.0,12.4,3.427083333333333
931,737141.434027778,1025,15.2,100.0,4.05,4.13,4.09,1.51,1.64,1.57,0.84,0.34,5.4,0.0,0.32,,,,,,,,,,2018-03-22,33.56,33.53,15.0,13.7,2.6645833333333333
932,737145.434027778,1026,13.1,100.0,3.14,3.34,3.24,1.68,1.87,1.78,7.22,0.81,11.4,0.0,0.25,626.0,55071.0,0.0,20651.0,0.0,5006.0,20652.0,94496.0,149567.0,2018-03-26,33.55,33.54,13.9,13.7,7.274999999999999
933,737148.424305556,1012,15.5,100.0,4.75,4.88,4.82,1.24,1.12,1.18,0.0,0.18,8.1,0.0,0.0,,,,,,,,,,2018-03-29,33.58,33.55,16.5,15.7,2.2493055555555554
934,737152.438888889,1032,13.6,100.0,5.21,5.21,5.21,1.39,1.5,1.45,2.19,0.41,8.6,0.0,0.33,626.0,212147.0,0.0,43180.0,2503.0,7510.0,25032.0,233424.0,445571.0,2018-04-02,33.54,33.53,15.1,14.2,1.8881944444444445
935,737155.421527778,1007,15.1,100.0,2.94,3.23,3.09,1.6,1.33,1.47,0.25,0.24,3.7,0.0,0.7,,,,,,,,,,2018-04-05,33.61,33.56,16.4,15.5,2.2694444444444444
936,737160.434027778,1025,17.5,100.0,2.07,2.24,2.15,0.6,0.5,0.55,0.0,0.16,4.6,0.0,0.31,626.0,53193.0,0.0,21277.0,2503.0,7510.0,18774.0,102631.0,155824.0,2018-04-10,,,,,2.03125
937,737162.424305556,1012,17.6,100.0,3.22,3.24,3.23,1.08,1.16,1.12,0.06,0.21,4.8,0.0,0.0,,,,,,,,,,2018-04-12,33.6,,17.8,,10.783333333333331
938,737166.452083333,1052,15.9,100.0,2.41,2.41,2.41,0.94,1.13,1.03,1.12,0.32,7.0,0.0,0.47,410.0,27897.0,0.0,11487.0,1641.0,3282.0,10257.0,65230.0,93127.0,2018-04-16,33.62,33.56,16.5,14.2,7.665972222222223
939,737169.422916667,1010,15.3,100.0,10.0,10.08,10.04,2.54,2.4,2.47,0.51,0.31,8.0,0.0,0.0,,,,,,,,,,2018-04-19,,,,,7.634027777777778
940,737173.441666667,1037,16.8,100.0,4.79,5.13,4.96,1.81,1.75,1.78,0.0,0.12,8.0,0.0,0.0,626.0,66335.0,0.0,15645.0,0.0,2503.0,36922.0,229669.0,296004.0,2018-04-23,33.66,33.61,16.6,16.6,2.877083333333333
941,737176.422222222,1008,16.0,100.0,3.65,3.57,3.61,1.26,1.06,1.16,0.87,0.31,10.4,0.0,0.0,,,,,,,,,,2018-04-26,,,,,2.6902777777777778
942,737180.45,1048,14.2,100.0,3.49,3.45,3.47,1.5,1.56,1.53,5.51,0.74,13.4,0.0,1.18,626.0,84483.0,0.0,5632.0,0.0,1252.0,23155.0,159579.0,244062.0,2018-04-30,33.75,,14.6,,4.675000000000001
943,737183.421527778,1007,15.7,100.0,5.31,5.12,5.22,2.65,2.92,2.79,1.16,0.39,10.5,0.0,1.09,,,,,,,,,,2018-05-03,33.69,33.69,16.5,14.2,3.398611111111111
944,737187.455555556,1056,16.0,100.0,5.74,6.08,5.91,3.02,3.4,3.21,1.46,0.5,12.3,0.0,0.35,626.0,82606.0,0.0,61329.0,0.0,5006.0,75722.0,280359.0,362965.0,2018-05-07,33.69,33.69,16.4,16.2,3.0
945,737189.482638889,1136,17.0,100.0,4.64,4.79,4.72,3.56,3.82,3.69,0.0,0.2,9.6,0.0,0.74,,,,,,,,,,2018-05-09,33.69,33.66,16.8,16.8,3.1888888888888887
946,737190.427777778,1016,17.3,100.0,6.85,7.04,6.94,4.55,4.99,4.77,0.32,0.29,9.0,0.0,0.25,,,,,,,,,,2018-05-10,33.82,33.67,18.2,18.1,2.886111111111111
947,737191.458333333,1100,16.5,100.0,6.75,6.94,6.85,4.64,4.69,4.66,0.62,0.37,8.9,0.0,0.26,,,,,,,,,,2018-05-11,33.71,,16.8,,3.3687500000000004
948,737194.458333333,1100,18.2,100.0,2.26,2.38,2.32,1.3,1.35,1.32,0.0,0.18,5.3,0.0,0.0,626.0,83232.0,0.0,21904.0,0.0,1877.0,16271.0,114522.0,197754.0,2018-05-14,33.72,33.65,18.1,18.0,4.643750000000001
949,737197.432638889,1023,17.5,100.0,4.69,4.6,4.64,2.8,3.45,3.12,0.0,0.26,5.8,0.0,0.0,,,,,,,,,,2018-05-17,33.69,,18.0,,4.0881944444444445
950,737201.440972222,1036,17.0,100.0,5.41,6.27,5.84,4.23,5.92,5.07,0.27,0.29,5.9,0.0,0.6,626.0,113270.0,0.0,43806.0,0.0,6258.0,24406.0,153321.0,266591.0,2018-05-21,33.77,33.68,17.3,,2.546527777777777
951,737204.422916667,1010,17.7,100.0,0.65,0.75,0.7,2.4,2.35,2.38,0.07,0.22,4.7,0.0,0.62,,,,,,,,,,2018-05-24,33.7,33.68,18.0,17.8,2.954929577464789
952,737209.422916667,1010,18.1,100.0,3.26,3.48,3.37,2.44,2.41,2.43,0.0,0.2,4.7,0.0,0.0,626.0,238430.0,0.0,9387.0,0.0,7510.0,9387.0,78225.0,316655.0,2018-05-29,33.72,33.74,18.0,14.1,3.454861111111111
953,737211.425694444,1013,17.4,100.0,2.35,2.5,2.42,1.74,1.84,1.79,0.15,0.24,5.8,0.0,0.57,,,,,,,,,,2018-05-31,33.69,33.66,17.5,16.8,3.486805555555556
954,737215.445138889,1042,19.1,100.0,3.39,3.51,3.45,2.51,2.48,2.49,0.14,0.19,5.7,0.0,0.41,626.0,209644.0,626.0,16271.0,0.0,3129.0,16271.0,150192.0,359836.0,2018-06-04,33.75,33.67,19.3,16.9,3.1888888888888887
955,737218.427777778,1017,18.8,100.0,2.26,2.21,2.23,1.42,1.54,1.48,0.0,0.19,2.7,0.0,0.23,,,,,,,,,,2018-06-07,33.75,33.71,18.9,18.8,3.4534722222222225
956,737222.427083333,1015,20.0,100.0,3.64,3.59,3.61,1.99,1.9,1.95,0.0,0.15,3.8,0.0,0.32,626.0,84483.0,0.0,60078.0,1252.0,5006.0,39426.0,221534.0,306017.0,2018-06-11,33.75,33.72,20.3,20.2,2.884722222222222
957,737225.448611111,1046,20.7,100.0,1.41,1.36,1.39,0.79,0.86,0.82,0.0,0.12,2.3,0.0,0.43,,,,,,,,,,2018-06-14,33.78,33.74,21.3,21.0,2.3833333333333333
958,737229.429861111,1020,19.7,100.0,2.95,2.86,2.91,1.66,2.05,1.86,0.0,0.0,3.1,0.0,0.22,626.0,192747.0,0.0,12517.0,2503.0,4381.0,11264.0,116399.0,309146.0,2018-06-18,33.78,33.67,19.6,16.8,4.114583333333333
959,737232.425694444,1013,19.9,100.0,2.5,2.44,2.47,2.01,2.38,2.19,0.09,0.16,1.6,0.0,0.44,,,,,,,,,,2018-06-21,33.83,33.77,20.3,20.2,3.290972222222222
960,737236.447222222,1045,20.0,100.0,0.8,0.88,0.84,0.29,0.31,0.3,0.0,0.14,1.4,0.0,0.0,626.0,51316.0,0.0,1878.0,0.0,0.0,3129.0,51942.0,103258.0,2018-06-25,33.78,33.77,20.0,20.0,3.1694444444444443
961,737239.438194444,1031,21.2,100.0,0.93,0.94,0.93,0.35,0.36,0.35,0.0,0.15,1.4,0.0,0.33,,,,,,,,,,2018-06-28,33.83,33.82,21.8,21.8,3.323611111111111
