"serial_day","chlA_.1wk","chlA","nitrate","phosphate","silicate","nitrite","nitrate_phosphate_ratio","N_star","Si_star","AvgTemp_1wk","AvgDens_1wk","SST","WIND_SPD","U_WIND","PRCP_2wkavg","AWND_2wkavg","chlA_1wk","nitrate_1wk","phosphate_1wk","silicate_1wk","nitrite_1wk","nitrate_phosphate_ratio_1wk","N_star_1wk","Si_star_1wk","AvgTemp_1wk_1wk","AvgDens_1wk_1wk","SST_1wk","WIND_SPD_1wk","U_WIND_1wk","PRCP_2wkavg_1wk","AWND_2wkavg_1wk","chlA_2wk","nitrate_2wk","phosphate_2wk","silicate_2wk","nitrite_2wk","nitrate_phosphate_ratio_2wk","N_star_2wk","Si_star_2wk","AvgTemp_1wk_2wk","AvgDens_1wk_2wk","SST_2wk","WIND_SPD_2wk","U_WIND_2wk","PRCP_2wkavg_2wk","AWND_2wkavg_2wk"
730072,0.79,7.76,0,0.23,7.24,0.02,0,-3.68,7.01,16.756667,1024.4594,17.389353,4.9448651,1.9018111,6,21.642857,10.57,0.04,0.18,3.83,0.02,0.22222222,-2.84,3.65,17.67,1024.2877,18.276557,3.9492701,1.5873226,1.5,24.285714,1.01,0.12,0.28,3.53,0.02,0.42857143,-4.36,3.25,18.071429,1024.1644,18.275183,3.8416592,1.1161508,0.57142857,24.928571
730078,2.65,0.79,0.17,0.2,3.63,0.03,0.85,-3.03,3.43,16.857143,1024.4667,16.64036,4.6337604,1.6637371,6,21,7.76,0,0.23,7.24,0.02,0,-3.68,7.01,16.756667,1024.4594,17.389353,4.9448651,1.9018111,6,21.642857,10.57,0.04,0.18,3.83,0.02,0.22222222,-2.84,3.65,17.67,1024.2877,18.276557,3.9492701,1.5873226,1.5,24.285714
730084,1.95,2.65,0.87,0.36,4.01,0.09,2.4166667,-4.89,3.65,16.185714,1024.6371,16.279762,3.4806548,1.655265,0,19.214286,0.79,0.17,0.2,3.63,0.03,0.85,-3.03,3.43,16.857143,1024.4667,16.64036,4.6337604,1.6637371,6,21,7.76,0,0.23,7.24,0.02,0,-3.68,7.01,16.756667,1024.4594,17.389353,4.9448651,1.9018111,6,21.642857
730092,1.43,1.95,0.49,0.28,1.78,0.06,1.75,-3.99,1.5,15.573333,1024.7607,16.221131,3.822619,0.70507749,8.1428571,24.285714,2.65,0.87,0.36,4.01,0.09,2.4166667,-4.89,3.65,16.185714,1024.6371,16.279762,3.4806548,1.655265,0,19.214286,0.79,0.17,0.2,3.63,0.03,0.85,-3.03,3.43,16.857143,1024.4667,16.64036,4.6337604,1.6637371,6,21
730099,2.65,1.43,7.25,0.8,9.08,0.35,9.0625,-5.55,8.28,14.177381,1025.0841,15.447619,5.7383929,2.181273,18.142857,28.857143,1.95,0.49,0.28,1.78,0.06,1.75,-3.99,1.5,15.573333,1024.7607,16.221131,3.822619,0.70507749,8.1428571,24.285714,2.65,0.87,0.36,4.01,0.09,2.4166667,-4.89,3.65,16.185714,1024.6371,16.279762,3.4806548,1.655265,0,19.214286
730106,1.17,2.65,3.5,0.48,5.36,0.17,7.2916667,-4.18,4.88,14.228571,1025.1055,14.346131,5.9363095,3.6908964,10,23.071429,1.43,7.25,0.8,9.08,0.35,9.0625,-5.55,8.28,14.177381,1025.0841,15.447619,5.7383929,2.181273,18.142857,28.857143,1.95,0.49,0.28,1.78,0.06,1.75,-3.99,1.5,15.573333,1024.7607,16.221131,3.822619,0.70507749,8.1428571,24.285714
730112,1.18,1.17,1.59,0.44,5.85,0.13,3.6136364,-5.45,5.41,14.175,1025.1129,13.723214,5.0026786,2.7535496,0.35714286,24.357143,2.65,3.5,0.48,5.36,0.17,7.2916667,-4.18,4.88,14.228571,1025.1055,14.346131,5.9363095,3.6908964,10,23.071429,1.43,7.25,0.8,9.08,0.35,9.0625,-5.55,8.28,14.177381,1025.0841,15.447619,5.7383929,2.181273,18.142857,28.857143
730119,0.92,1.18,2.3,0.46,4.75,0.16,5,-5.06,4.29,14.315476,1025.1092,13.688155,4.147619,1.9872338,0.35714286,22.214286,1.17,1.59,0.44,5.85,0.13,3.6136364,-5.45,5.41,14.175,1025.1129,13.723214,5.0026786,2.7535496,0.35714286,24.357143,2.65,3.5,0.48,5.36,0.17,7.2916667,-4.18,4.88,14.228571,1025.1055,14.346131,5.9363095,3.6908964,10,23.071429
730127,1.69,0.92,0.81,0.32,3.3,0.1,2.53125,-4.31,2.98,14.504286,1025.0285,14.027032,2.6752976,1.0391252,0,15.785714,1.18,2.3,0.46,4.75,0.16,5,-5.06,4.29,14.315476,1025.1092,13.688155,4.147619,1.9872338,0.35714286,22.214286,1.17,1.59,0.44,5.85,0.13,3.6136364,-5.45,5.41,14.175,1025.1129,13.723214,5.0026786,2.7535496,0.35714286,24.357143
730134,1.98,1.69,0.99,0.35,3.69,0.11,2.8285714,-4.61,3.34,14.471429,1025.037,14.373564,2.5027433,0.67418654,0,17.785714,0.92,0.81,0.32,3.3,0.1,2.53125,-4.31,2.98,14.504286,1025.0285,14.027032,2.6752976,1.0391252,0,15.785714,1.18,2.3,0.46,4.75,0.16,5,-5.06,4.29,14.315476,1025.1092,13.688155,4.147619,1.9872338,0.35714286,22.214286
730141,2.62,1.98,1.47,0.37,4.16,0.23,3.972973,-4.45,3.79,14.538095,1025.0087,14.461711,3.3911361,0.41350916,3.8571429,22,1.69,0.99,0.35,3.69,0.11,2.8285714,-4.61,3.34,14.471429,1025.037,14.373564,2.5027433,0.67418654,0,17.785714,0.92,0.81,0.32,3.3,0.1,2.53125,-4.31,2.98,14.504286,1025.0285,14.027032,2.6752976,1.0391252,0,15.785714
730148,NA,2.62,4.4,0.58,6.73,0.49,7.5862069,-4.88,6.15,14.116071,1025.0435,14.340864,4.6198758,0.9057422,26.928571,24.928571,1.98,1.47,0.37,4.16,0.23,3.972973,-4.45,3.79,14.538095,1025.0087,14.461711,3.3911361,0.41350916,3.8571429,22,1.69,0.99,0.35,3.69,0.11,2.8285714,-4.61,3.34,14.471429,1025.037,14.373564,2.5027433,0.67418654,0,17.785714
729900,2.86,6.13,0.07,0.21,3.58,0.05,0.33333333,-3.29,3.37,17.7425,1024.3014,16.71311,3.8774142,0.29817403,6.3571429,33.642857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729907,1.34,2.86,3.22,0.58,8.55,0.19,5.5517241,-6.06,7.97,17.715,1024.2649,17.295872,3.7520057,0.65148351,0,32.571429,6.13,0.07,0.21,3.58,0.05,0.33333333,-3.29,3.37,17.7425,1024.3014,16.71311,3.8774142,0.29817403,6.3571429,33.642857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729914,1.43,1.34,0.13,0.14,5.26,0.01,0.92857143,-2.11,5.12,18.238333,1024.2025,17.443469,4.6825032,0.47493692,1.5,34.285714,2.86,3.22,0.58,8.55,0.19,5.5517241,-6.06,7.97,17.715,1024.2649,17.295872,3.7520057,0.65148351,0,32.571429,6.13,0.07,0.21,3.58,0.05,0.33333333,-3.29,3.37,17.7425,1024.3014,16.71311,3.8774142,0.29817403,6.3571429,33.642857
729921,1.04,1.43,0.13,0.17,4.77,0.03,0.76470588,-2.59,4.6,18.08,1024.2394,17.63817,4.1473808,0.34231115,1.5,34.714286,1.34,0.13,0.14,5.26,0.01,0.92857143,-2.11,5.12,18.238333,1024.2025,17.443469,4.6825032,0.47493692,1.5,34.285714,2.86,3.22,0.58,8.55,0.19,5.5517241,-6.06,7.97,17.715,1024.2649,17.295872,3.7520057,0.65148351,0,32.571429
729928,1.16,1.04,0.21,0.24,2.94,0.02,0.875,-3.63,2.7,19.578571,1023.8671,17.872199,3.1803538,-0.061500326,0.35714286,33.5,1.43,0.13,0.17,4.77,0.03,0.76470588,-2.59,4.6,18.08,1024.2394,17.63817,4.1473808,0.34231115,1.5,34.714286,1.34,0.13,0.14,5.26,0.01,0.92857143,-2.11,5.12,18.238333,1024.2025,17.443469,4.6825032,0.47493692,1.5,34.285714
729935,0.98,1.16,0.23,0.24,3.22,0.01,0.95833333,-3.61,2.98,20.364286,1023.6538,18.42139,3.3374718,0.0036904111,0.35714286,32.642857,1.04,0.21,0.24,2.94,0.02,0.875,-3.63,2.7,19.578571,1023.8671,17.872199,3.1803538,-0.061500326,0.35714286,33.5,1.43,0.13,0.17,4.77,0.03,0.76470588,-2.59,4.6,18.08,1024.2394,17.63817,4.1473808,0.34231115,1.5,34.714286
729943,0.96,0.98,0.18,0.17,1.92,0.03,1.0588235,-2.54,1.75,20.886905,1023.5394,19.025953,3.1682536,0.40167961,0,31.571429,1.16,0.23,0.24,3.22,0.01,0.95833333,-3.61,2.98,20.364286,1023.6538,18.42139,3.3374718,0.0036904111,0.35714286,32.642857,1.04,0.21,0.24,2.94,0.02,0.875,-3.63,2.7,19.578571,1023.8671,17.872199,3.1803538,-0.061500326,0.35714286,33.5
729949,0.82,0.96,0.17,0.23,1.94,0.02,0.73913043,-3.51,1.71,20.921429,1023.4851,18.857833,2.9883035,0.047816437,0,31.785714,0.98,0.18,0.17,1.92,0.03,1.0588235,-2.54,1.75,20.886905,1023.5394,19.025953,3.1682536,0.40167961,0,31.571429,1.16,0.23,0.24,3.22,0.01,0.95833333,-3.61,2.98,20.364286,1023.6538,18.42139,3.3374718,0.0036904111,0.35714286,32.642857
729956,0.81,0.82,0.17,0.18,1.82,0.03,0.94444444,-2.71,1.64,20.483333,1023.463,18.938092,2.7707851,-0.63963338,3.6428571,29.928571,0.96,0.17,0.23,1.94,0.02,0.73913043,-3.51,1.71,20.921429,1023.4851,18.857833,2.9883035,0.047816437,0,31.785714,0.98,0.18,0.17,1.92,0.03,1.0588235,-2.54,1.75,20.886905,1023.5394,19.025953,3.1682536,0.40167961,0,31.571429
729963,1.15,0.81,0.12,0.15,1.49,0.03,0.8,-2.28,1.34,21.208333,1023.2472,19.835247,2.9877089,-0.53776999,3.6428571,29.428571,0.82,0.17,0.18,1.82,0.03,0.94444444,-2.71,1.64,20.483333,1023.463,18.938092,2.7707851,-0.63963338,3.6428571,29.928571,0.96,0.17,0.23,1.94,0.02,0.73913043,-3.51,1.71,20.921429,1023.4851,18.857833,2.9883035,0.047816437,0,31.785714
729970,3.45,1.15,0.17,0.1,1.24,0.02,1.7,-1.43,1.14,21.291667,1023.2448,20.048938,3.2791297,-0.050555794,0,30.928571,0.81,0.12,0.15,1.49,0.03,0.8,-2.28,1.34,21.208333,1023.2472,19.835247,2.9877089,-0.53776999,3.6428571,29.428571,0.82,0.17,0.18,1.82,0.03,0.94444444,-2.71,1.64,20.483333,1023.463,18.938092,2.7707851,-0.63963338,3.6428571,29.928571
729977,0.86,3.45,0.17,0.23,2.22,0.02,0.73913043,-3.51,1.99,19.65,1023.6355,19.733916,2.9421584,0.073316545,0,29.285714,1.15,0.17,0.1,1.24,0.02,1.7,-1.43,1.14,21.291667,1023.2448,20.048938,3.2791297,-0.050555794,0,30.928571,0.81,0.12,0.15,1.49,0.03,0.8,-2.28,1.34,21.208333,1023.2472,19.835247,2.9877089,-0.53776999,3.6428571,29.428571
729984,1.97,0.86,0.11,0.21,2.25,0.01,0.52380952,-3.25,2.04,20.141667,1023.5065,20.246299,2.869617,0.052124228,0,29,3.45,0.17,0.23,2.22,0.02,0.73913043,-3.51,1.99,19.65,1023.6355,19.733916,2.9421584,0.073316545,0,29.285714,1.15,0.17,0.1,1.24,0.02,1.7,-1.43,1.14,21.291667,1023.2448,20.048938,3.2791297,-0.050555794,0,30.928571
729991,2.08,1.97,0.06,0.21,2.56,0.01,0.28571429,-3.3,2.35,21.541667,1023.1553,20.952316,3.161267,0.6263314,0,30.571429,0.86,0.11,0.21,2.25,0.01,0.52380952,-3.25,2.04,20.141667,1023.5065,20.246299,2.869617,0.052124228,0,29,3.45,0.17,0.23,2.22,0.02,0.73913043,-3.51,1.99,19.65,1023.6355,19.733916,2.9421584,0.073316545,0,29.285714
729998,1.56,2.08,0.05,0.26,2.57,0.02,0.19230769,-4.11,2.31,21.52,1023.1611,21.281899,3.1670088,0.82132969,0,30.714286,1.97,0.06,0.21,2.56,0.01,0.28571429,-3.3,2.35,21.541667,1023.1553,20.952316,3.161267,0.6263314,0,30.571429,0.86,0.11,0.21,2.25,0.01,0.52380952,-3.25,2.04,20.141667,1023.5065,20.246299,2.869617,0.052124228,0,29
730005,0.78,1.56,0.12,0.3,2.32,0.02,0.4,-4.68,2.02,20.98,1023.2961,21.567714,3.0349802,0.14879455,0.57142857,30.571429,2.08,0.05,0.26,2.57,0.02,0.19230769,-4.11,2.31,21.52,1023.1611,21.281899,3.1670088,0.82132969,0,30.714286,1.97,0.06,0.21,2.56,0.01,0.28571429,-3.3,2.35,21.541667,1023.1553,20.952316,3.161267,0.6263314,0,30.571429
730012,1.16,0.78,0.18,0.18,2.8,0.03,1,-2.7,2.62,19.41,1023.7071,21.541016,2.9167144,-0.13065869,0.57142857,30.285714,1.56,0.12,0.3,2.32,0.02,0.4,-4.68,2.02,20.98,1023.2961,21.567714,3.0349802,0.14879455,0.57142857,30.571429,2.08,0.05,0.26,2.57,0.02,0.19230769,-4.11,2.31,21.52,1023.1611,21.281899,3.1670088,0.82132969,0,30.714286
730019,2.86,1.16,0.13,0.08,2.28,0.02,1.625,-1.15,2.2,18.62,1023.9363,21.257842,2.97561,-0.049428138,0,32.642857,0.78,0.18,0.18,2.8,0.03,1,-2.7,2.62,19.41,1023.7071,21.541016,2.9167144,-0.13065869,0.57142857,30.285714,1.56,0.12,0.3,2.32,0.02,0.4,-4.68,2.02,20.98,1023.2961,21.567714,3.0349802,0.14879455,0.57142857,30.571429
730026,1.39,2.86,0.19,0.17,1.25,0.02,1.1176471,-2.53,1.08,19.768333,1023.7009,20.383385,3.6610766,0.021165516,0,32.928571,1.16,0.13,0.08,2.28,0.02,1.625,-1.15,2.2,18.62,1023.9363,21.257842,2.97561,-0.049428138,0,32.642857,0.78,0.18,0.18,2.8,0.03,1,-2.7,2.62,19.41,1023.7071,21.541016,2.9167144,-0.13065869,0.57142857,30.285714
730033,0.75,1.39,0.05,0.18,1.47,0.03,0.27777778,-2.83,1.29,19.996667,1023.6801,19.419423,3.5916278,0.10290657,0,29.214286,2.86,0.19,0.17,1.25,0.02,1.1176471,-2.53,1.08,19.768333,1023.7009,20.383385,3.6610766,0.021165516,0,32.928571,1.16,0.13,0.08,2.28,0.02,1.625,-1.15,2.2,18.62,1023.9363,21.257842,2.97561,-0.049428138,0,32.642857
730040,1.5,0.75,0.1,0.2,1.64,0.03,0.5,-3.1,1.44,20.05,1023.6746,19.190916,2.8191641,0.44043373,0,24.142857,1.39,0.05,0.18,1.47,0.03,0.27777778,-2.83,1.29,19.996667,1023.6801,19.419423,3.5916278,0.10290657,0,29.214286,2.86,0.19,0.17,1.25,0.02,1.1176471,-2.53,1.08,19.768333,1023.7009,20.383385,3.6610766,0.021165516,0,32.928571
730047,1.87,1.5,0.1,0.2,1.85,0.05,0.5,-3.1,1.65,19.583333,1023.8268,18.908773,2.9968427,1.020795,0,23.357143,0.75,0.1,0.2,1.64,0.03,0.5,-3.1,1.44,20.05,1023.6746,19.190916,2.8191641,0.44043373,0,24.142857,1.39,0.05,0.18,1.47,0.03,0.27777778,-2.83,1.29,19.996667,1023.6801,19.419423,3.5916278,0.10290657,0,29.214286
730054,11.66,1.87,0.12,0.28,3.03,0.01,0.42857143,-4.36,2.75,18.614286,1024.0352,18.403414,3.6529077,0.96681457,0.57142857,25.714286,1.5,0.1,0.2,1.85,0.05,0.5,-3.1,1.65,19.583333,1023.8268,18.908773,2.9968427,1.020795,0,23.357143,0.75,0.1,0.2,1.64,0.03,0.5,-3.1,1.44,20.05,1023.6746,19.190916,2.8191641,0.44043373,0,24.142857
730061,5.93,11.66,0.05,0.22,3.45,0.01,0.22727273,-3.47,3.23,17.716667,1024.2564,18.255248,3.5924624,0.87887822,1.5,24.214286,1.87,0.12,0.28,3.03,0.01,0.42857143,-4.36,2.75,18.614286,1024.0352,18.403414,3.6529077,0.96681457,0.57142857,25.714286,1.5,0.1,0.2,1.85,0.05,0.5,-3.1,1.65,19.583333,1023.8268,18.908773,2.9968427,1.020795,0,23.357143
730068,1.38,5.93,0.17,0.27,4.78,0.03,0.62962963,-4.15,4.51,17.1,1024.3967,18.10011,4.8294241,1.6807365,6.7142857,24.357143,11.66,0.05,0.22,3.45,0.01,0.22727273,-3.47,3.23,17.716667,1024.2564,18.255248,3.5924624,0.87887822,1.5,24.214286,1.87,0.12,0.28,3.03,0.01,0.42857143,-4.36,2.75,18.614286,1024.0352,18.403414,3.6529077,0.96681457,0.57142857,25.714286
730075,NA,1.38,0.27,0.2,3.38,0.02,1.35,-2.93,3.18,16.691667,1024.5049,16.989943,4.9729051,1.9518735,6,21.071429,5.93,0.17,0.27,4.78,0.03,0.62962963,-4.15,4.51,17.1,1024.3967,18.10011,4.8294241,1.6807365,6.7142857,24.357143,11.66,0.05,0.22,3.45,0.01,0.22727273,-3.47,3.23,17.716667,1024.2564,18.255248,3.5924624,0.87887822,1.5,24.214286
730089,1.37,2.49,0.3,0.29,2.01,0.03,1.0344828,-4.34,1.72,15.684524,1024.7385,16.366071,3.7372024,0.88098146,6.5,24.714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730096,1.31,1.37,3.59,0.57,6.27,0.34,6.2982456,-5.53,5.7,14.983333,1024.892,15.950298,5.0098214,1.1787525,18.142857,28.785714,2.49,0.3,0.29,2.01,0.03,1.0344828,-4.34,1.72,15.684524,1024.7385,16.366071,3.7372024,0.88098146,6.5,24.714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730103,1.24,1.31,5.24,0.65,8.24,0.23,8.0615385,-5.16,7.59,13.875,1025.1838,14.785714,5.3988095,2.7800894,11.642857,22.142857,1.37,3.59,0.57,6.27,0.34,6.2982456,-5.53,5.7,14.983333,1024.892,15.950298,5.0098214,1.1787525,18.142857,28.785714,2.49,0.3,0.29,2.01,0.03,1.0344828,-4.34,1.72,15.684524,1024.7385,16.366071,3.7372024,0.88098146,6.5,24.714286
730109,1.93,1.24,0.83,0.35,2.22,0.06,2.3714286,-4.77,1.87,14.364286,1025.0656,14.002381,5.1279762,2.9757804,0.35714286,23.357143,1.31,5.24,0.65,8.24,0.23,8.0615385,-5.16,7.59,13.875,1025.1838,14.785714,5.3988095,2.7800894,11.642857,22.142857,1.37,3.59,0.57,6.27,0.34,6.2982456,-5.53,5.7,14.983333,1024.892,15.950298,5.0098214,1.1787525,18.142857,28.785714
730116,1.2,1.93,2.18,0.43,4.21,0.16,5.0697674,-4.7,3.78,13.925,1025.1923,13.647976,4.8744048,2.5453245,0.35714286,23.785714,1.24,0.83,0.35,2.22,0.06,2.3714286,-4.77,1.87,14.364286,1025.0656,14.002381,5.1279762,2.9757804,0.35714286,23.357143,1.31,5.24,0.65,8.24,0.23,8.0615385,-5.16,7.59,13.875,1025.1838,14.785714,5.3988095,2.7800894,11.642857,22.142857
730124,1.01,1.2,0.43,0.3,2.94,0.05,1.4333333,-4.37,2.64,14.5375,1025.0332,13.862508,3.0342262,1.4606919,0,16.571429,1.93,2.18,0.43,4.21,0.16,5.0697674,-4.7,3.78,13.925,1025.1923,13.647976,4.8744048,2.5453245,0.35714286,23.785714,1.24,0.83,0.35,2.22,0.06,2.3714286,-4.77,1.87,14.364286,1025.0656,14.002381,5.1279762,2.9757804,0.35714286,23.357143
730131,1.56,1.01,1.92,0.44,4.42,0.19,4.3636364,-5.12,3.98,14.571429,1025.0174,14.262849,2.5018504,0.73810149,0,17.571429,1.2,0.43,0.3,2.94,0.05,1.4333333,-4.37,2.64,14.5375,1025.0332,13.862508,3.0342262,1.4606919,0,16.571429,1.93,2.18,0.43,4.21,0.16,5.0697674,-4.7,3.78,13.925,1025.1923,13.647976,4.8744048,2.5453245,0.35714286,23.785714
730138,1.52,1.56,0.61,0.32,3.39,0.09,1.90625,-4.51,3.07,14.416667,1025.0481,14.44177,2.4994695,0.76201876,0,18.928571,1.01,1.92,0.44,4.42,0.19,4.3636364,-5.12,3.98,14.571429,1025.0174,14.262849,2.5018504,0.73810149,0,17.571429,1.2,0.43,0.3,2.94,0.05,1.4333333,-4.37,2.64,14.5375,1025.0332,13.862508,3.0342262,1.4606919,0,16.571429
730145,NA,1.52,4.28,0.57,6.22,0.52,7.5087719,-4.84,5.65,14.35,1025.0162,14.442857,3.7869048,0.57864064,17.857143,23.214286,1.56,0.61,0.32,3.39,0.09,1.90625,-4.51,3.07,14.416667,1025.0481,14.44177,2.4994695,0.76201876,0,18.928571,1.01,1.92,0.44,4.42,0.19,4.3636364,-5.12,3.98,14.571429,1025.0174,14.262849,2.5018504,0.73810149,0,17.571429
730159,3.84,1.77,0.47,0.33,3.55,0.04,1.4242424,-4.81,3.22,14.135714,1025.0282,13.872114,4.6326734,0.54284312,21.214286,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730166,2.07,3.84,3.98,0.54,6.02,0.18,7.3703704,-4.66,5.48,13.338095,1025.2683,13.54256,4.4455357,0.97615877,12.714286,26.5,1.77,0.47,0.33,3.55,0.04,1.4242424,-4.81,3.22,14.135714,1025.0282,13.872114,4.6326734,0.54284312,21.214286,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730173,2.8,2.07,1.98,0.43,3.8,0.14,4.6046512,-4.9,3.37,14.042857,1025.1262,13.341964,4.8866071,1.7875653,1.6428571,25.357143,3.84,3.98,0.54,6.02,0.18,7.3703704,-4.66,5.48,13.338095,1025.2683,13.54256,4.4455357,0.97615877,12.714286,26.5,1.77,0.47,0.33,3.55,0.04,1.4242424,-4.81,3.22,14.135714,1025.0282,13.872114,4.6326734,0.54284312,21.214286,23.5
730180,1.73,2.8,4.76,0.54,6.93,0.22,8.8148148,-3.88,6.39,14.05,1025.153,13.51875,4.0449405,1.5187155,0,20.857143,2.07,1.98,0.43,3.8,0.14,4.6046512,-4.9,3.37,14.042857,1025.1262,13.341964,4.8866071,1.7875653,1.6428571,25.357143,3.84,3.98,0.54,6.02,0.18,7.3703704,-4.66,5.48,13.338095,1025.2683,13.54256,4.4455357,0.97615877,12.714286,26.5
730187,1.64,1.73,3.4,0.45,5.97,0.18,7.5555556,-3.8,5.52,13.871429,1025.2268,13.598214,4.0279762,0.82358512,3.2857143,22.857143,2.8,4.76,0.54,6.93,0.22,8.8148148,-3.88,6.39,14.05,1025.153,13.51875,4.0449405,1.5187155,0,20.857143,2.07,1.98,0.43,3.8,0.14,4.6046512,-4.9,3.37,14.042857,1025.1262,13.341964,4.8866071,1.7875653,1.6428571,25.357143
730194,2.23,1.64,5.65,0.74,7.33,0.52,7.6351351,-6.19,6.59,14.007143,1025.2029,13.519449,4.3878623,0.042647559,9.2857143,28,1.73,3.4,0.45,5.97,0.18,7.5555556,-3.8,5.52,13.871429,1025.2268,13.598214,4.0279762,0.82358512,3.2857143,22.857143,2.8,4.76,0.54,6.93,0.22,8.8148148,-3.88,6.39,14.05,1025.153,13.51875,4.0449405,1.5187155,0,20.857143
730201,11.62,2.23,3.37,0.48,5.52,0.25,7.0208333,-4.31,5.04,14.025,1025.2024,13.588794,3.7253623,-0.38300167,6.3571429,27.928571,1.64,5.65,0.74,7.33,0.52,7.6351351,-6.19,6.59,14.007143,1025.2029,13.519449,4.3878623,0.042647559,9.2857143,28,1.73,3.4,0.45,5.97,0.18,7.5555556,-3.8,5.52,13.871429,1025.2268,13.598214,4.0279762,0.82358512,3.2857143,22.857143
730208,2.28,11.62,0.55,0.22,4.13,0.04,2.5,-2.97,3.91,14.507143,1025.0905,13.765774,3.6625,-0.1677219,10.5,26.928571,2.23,3.37,0.48,5.52,0.25,7.0208333,-4.31,5.04,14.025,1025.2024,13.588794,3.7253623,-0.38300167,6.3571429,27.928571,1.64,5.65,0.74,7.33,0.52,7.6351351,-6.19,6.59,14.007143,1025.2029,13.519449,4.3878623,0.042647559,9.2857143,28
730215,7.72,2.28,0.57,0.3,3.88,0.07,1.9,-4.23,3.58,14.171429,1025.1493,13.47619,6.0330357,0.97182057,22.857143,36.642857,11.62,0.55,0.22,4.13,0.04,2.5,-2.97,3.91,14.507143,1025.0905,13.765774,3.6625,-0.1677219,10.5,26.928571,2.23,3.37,0.48,5.52,0.25,7.0208333,-4.31,5.04,14.025,1025.2024,13.588794,3.7253623,-0.38300167,6.3571429,27.928571
730222,5.33,7.72,3.11,0.46,6.49,0.24,6.7608696,-4.25,6.03,13.139286,1025.3801,12.765476,6.5875,1.0654498,29.428571,42.071429,2.28,0.57,0.3,3.88,0.07,1.9,-4.23,3.58,14.171429,1025.1493,13.47619,6.0330357,0.97182057,22.857143,36.642857,11.62,0.55,0.22,4.13,0.04,2.5,-2.97,3.91,14.507143,1025.0905,13.765774,3.6625,-0.1677219,10.5,26.928571
730229,2.72,5.33,0.12,0.16,1.67,0.03,0.75,-2.44,1.51,14.366667,1025.1231,12.896429,4.0681548,0.39427765,16.714286,32.928571,7.72,3.11,0.46,6.49,0.24,6.7608696,-4.25,6.03,13.139286,1025.3801,12.765476,6.5875,1.0654498,29.428571,42.071429,2.28,0.57,0.3,3.88,0.07,1.9,-4.23,3.58,14.171429,1025.1493,13.47619,6.0330357,0.97182057,22.857143,36.642857
730236,3.08,2.72,0.42,0.24,1.49,0.03,1.75,-3.42,1.25,15.497619,1024.8828,13.84639,3.3466097,0.31883419,0,33,5.33,0.12,0.16,1.67,0.03,0.75,-2.44,1.51,14.366667,1025.1231,12.896429,4.0681548,0.39427765,16.714286,32.928571,7.72,3.11,0.46,6.49,0.24,6.7608696,-4.25,6.03,13.139286,1025.3801,12.765476,6.5875,1.0654498,29.428571,42.071429
730243,4.14,3.08,0.55,0.27,2,0.03,2.037037,-3.77,1.73,15.798333,1024.8379,14.216033,4.938574,0.89979058,0,41.142857,2.72,0.42,0.24,1.49,0.03,1.75,-3.42,1.25,15.497619,1024.8828,13.84639,3.3466097,0.31883419,0,33,5.33,0.12,0.16,1.67,0.03,0.75,-2.44,1.51,14.366667,1025.1231,12.896429,4.0681548,0.39427765,16.714286,32.928571
730250,1.07,4.14,0.26,0.15,3.39,0.01,1.7333333,-2.14,3.24,15.583333,1024.8972,14.424702,4.6059524,0.93282794,0,37.785714,3.08,0.55,0.27,2,0.03,2.037037,-3.77,1.73,15.798333,1024.8379,14.216033,4.938574,0.89979058,0,41.142857,2.72,0.42,0.24,1.49,0.03,1.75,-3.42,1.25,15.497619,1024.8828,13.84639,3.3466097,0.31883419,0,33
730257,1.11,1.07,0.26,0.26,3.04,0.02,1,-3.9,2.78,16.792857,1024.6021,15.248227,3.1354037,0.10503626,0,32.857143,4.14,0.26,0.15,3.39,0.01,1.7333333,-2.14,3.24,15.583333,1024.8972,14.424702,4.6059524,0.93282794,0,37.785714,3.08,0.55,0.27,2,0.03,2.037037,-3.77,1.73,15.798333,1024.8379,14.216033,4.938574,0.89979058,0,41.142857
730264,1.34,1.11,0.24,0.25,3.34,0.02,0.96,-3.76,3.09,16.965476,1024.5454,16.077666,3.2100673,0.062540298,1.0714286,34,1.07,0.26,0.26,3.04,0.02,1,-3.9,2.78,16.792857,1024.6021,15.248227,3.1354037,0.10503626,0,32.857143,4.14,0.26,0.15,3.39,0.01,1.7333333,-2.14,3.24,15.583333,1024.8972,14.424702,4.6059524,0.93282794,0,37.785714
