Location_Code,latitude (degrees_north),longitude (degrees_east),depth (m),SampleID,time (UTC),Temp (degree_C),Air_Temp (degree_C),Salinity,Chl_Volume_Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg_Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg_Phaeo (mg/m3),Phosphate (uM),Silicate (uM),Nitrite (uM),Nitrite_Nitrate (uM),Ammonium (uM),Nitrate (uM),DA_Volume_Filtered (mL),pDA (ng/mL),tDA (ng/mL),dDA (ng/mL),Volume_Settled_for_Counting (mL),Akashiwo_sanguinea (cells/L),Alexandrium_spp (cells/L),Dinophysis_spp (cells/L),Lingulodinium_polyedra (cells/L),Prorocentrum_spp (cells/L),Pseudo_nitzschia_delicatissima_group (cells/L),Pseudo_nitzschia_seriata_group (cells/L),Ceratium_spp (cells/L),Cochlodinium_spp (cells/L),Gymnodinium_spp (cells/L),Other_Diatoms (cells/L),Other_Dinoflagellates (cells/L),Total_Phytoplankton (cells/L)
SIO,32.867,-117.257,NaN,20170109,2017-01-09T19:50:00Z,15.5,NaN,NaN,100.0,1.18,1.15,1.16,0.54,0.45,0.5,0.32,2.9,0.0,NaN,0.82,0.3,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170116,2017-01-16T18:09:00Z,15.0,NaN,NaN,100.0,1.23,1.28,1.26,0.51,0.56,0.54,0.4,3.7,0.0,NaN,1.17,0.57,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170123,2017-01-23T17:05:00Z,14.6,NaN,NaN,100.0,0.85,0.8,0.82,0.69,0.67,0.68,0.43,4.9,0.0,NaN,2.15,1.83,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170130,2017-01-30T18:05:00Z,14.7,NaN,NaN,100.0,1.77,1.74,1.76,0.58,0.6,0.59,0.43,4.6,0.0,NaN,0.85,2.42,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170206,2017-02-06T18:19:00Z,14.7,NaN,NaN,100.0,1.26,1.08,1.17,0.48,0.48,0.48,0.33,3.1,0.0,NaN,1.19,1.26,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170213,2017-02-13T17:15:00Z,14.3,NaN,NaN,100.0,2.34,2.34,2.34,1.08,1.1,1.09,0.5,5.8,0.0,NaN,1.61,4.65,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170220,2017-02-20T18:25:00Z,15.2,NaN,NaN,100.0,1.11,1.09,1.1,0.64,0.58,0.61,0.22,3.4,0.0,NaN,1.25,0.33,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170227,2017-02-27T18:40:00Z,14.5,NaN,NaN,100.0,1.47,1.59,1.53,0.78,0.7,0.74,0.54,5.2,0.0,NaN,1.0,3.12,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170306,2017-03-06T18:16:00Z,14.9,NaN,NaN,100.0,2.51,2.52,2.52,0.9,0.97,0.93,0.4,6.6,0.0,NaN,1.19,1.06,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170313,2017-03-13T17:00:00Z,16.1,NaN,NaN,100.0,2.56,2.66,2.61,1.0,0.92,0.96,0.27,6.0,0.0,NaN,0.67,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170320,2017-03-20T15:52:00Z,16.1,NaN,NaN,100.0,2.61,2.63,2.62,1.26,1.25,1.25,0.31,5.1,0.0,NaN,0.98,0.69,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170327,2017-03-27T16:40:00Z,15.0,NaN,NaN,100.0,5.46,6.31,5.88,0.94,1.16,1.05,0.42,6.5,0.0,NaN,1.32,2.12,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170403,2017-04-03T16:03:00Z,17.2,NaN,NaN,100.0,6.98,5.41,6.2,0.9,0.93,0.92,0.22,4.3,0.0,NaN,0.53,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170410,2017-04-10T15:58:00Z,15.5,NaN,NaN,100.0,9.58,7.7,8.64,0.98,1.37,1.18,0.34,6.8,0.0,NaN,0.65,0.74,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170417,2017-04-17T16:21:00Z,15.9,NaN,NaN,100.0,11.19,10.87,11.03,2.27,2.11,2.19,0.29,9.0,0.0,NaN,0.7,0.47,200.0,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170424,2017-04-24T16:06:00Z,16.7,NaN,NaN,100.0,3.53,3.81,3.67,1.03,1.05,1.04,0.27,2.7,0.0,NaN,1.19,0.38,200.0,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170501,2017-05-01T16:13:00Z,17.0,NaN,NaN,100.0,3.3,3.55,3.43,1.05,0.95,1.0,0.23,1.5,0.0,NaN,1.34,0.44,200.0,2.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170508,2017-05-08T16:26:00Z,16.4,NaN,NaN,100.0,4.98,5.22,5.1,0.99,0.81,0.9,0.57,2.0,0.0,NaN,1.05,0.72,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170515,2017-05-15T16:11:00Z,17.2,NaN,NaN,100.0,4.57,4.41,4.49,0.84,0.95,0.9,0.21,3.4,0.0,NaN,0.49,0.3,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170522,2017-05-22T15:56:00Z,19.1,NaN,NaN,100.0,3.12,3.28,3.2,1.04,1.17,1.1,0.15,3.2,0.0,NaN,0.59,0.21,200.0,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170529,2017-05-29T16:19:00Z,14.7,NaN,NaN,100.0,8.93,8.5,8.71,3.74,3.09,3.42,0.51,3.2,0.0,NaN,0.54,1.7,200.0,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170605,2017-06-05T16:23:00Z,18.0,NaN,NaN,100.0,1.76,1.77,1.77,0.89,0.89,0.89,0.16,1.1,0.0,NaN,1.14,0.21,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170612,2017-06-12T16:11:00Z,18.5,NaN,NaN,100.0,2.24,2.4,2.32,0.9,0.87,0.88,0.29,3.0,0.0,NaN,0.71,0.49,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170619,2017-06-19T16:19:00Z,21.1,NaN,NaN,100.0,2.69,2.8,2.75,0.88,0.82,0.85,0.15,2.5,0.0,NaN,0.84,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170626,2017-06-26T16:19:00Z,16.9,NaN,NaN,100.0,3.14,3.13,3.14,0.8,0.83,0.82,0.32,6.3,0.0,NaN,0.86,0.44,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170703,2017-07-03T16:47:00Z,20.0,NaN,NaN,100.0,2.82,3.02,2.92,0.41,0.44,0.42,0.17,7.5,0.0,NaN,0.47,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170710,2017-07-10T16:15:00Z,22.4,NaN,NaN,100.0,1.59,1.57,1.58,0.4,0.44,0.42,0.0,4.5,0.0,NaN,0.63,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170717,2017-07-17T16:30:00Z,23.2,NaN,NaN,100.0,1.31,1.3,1.3,0.29,0.42,0.35,0.0,2.3,0.0,NaN,0.57,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170724,2017-07-24T16:19:00Z,23.8,NaN,NaN,100.0,2.03,2.05,2.04,0.57,0.61,0.59,0.0,1.9,0.0,NaN,0.55,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170731,2017-07-31T16:25:00Z,23.7,NaN,NaN,100.0,2.76,3.08,2.92,1.13,1.51,1.32,0.0,1.3,0.0,NaN,0.68,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170807,2017-08-07T16:13:00Z,21.8,NaN,NaN,100.0,2.42,2.43,2.43,0.86,0.8,0.83,0.11,2.1,0.0,NaN,0.49,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170814,2017-08-14T16:15:00Z,19.9,NaN,NaN,100.0,2.49,2.54,2.52,0.54,0.54,0.54,0.21,3.3,0.0,NaN,0.9,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170821,2017-08-21T16:15:00Z,21.9,NaN,NaN,100.0,2.8,2.69,2.75,0.43,0.45,0.44,0.0,0.0,0.0,NaN,0.37,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170828,2017-08-28T16:05:00Z,21.0,NaN,NaN,100.0,2.35,2.38,2.37,0.64,0.86,0.75,0.11,0.0,0.0,NaN,0.31,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170905,2017-09-05T16:19:00Z,22.5,NaN,NaN,100.0,1.71,1.75,1.73,0.39,0.34,0.36,0.0,1.2,0.0,NaN,0.42,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170911,2017-09-11T16:13:00Z,21.8,NaN,NaN,100.0,1.16,1.25,1.2,0.49,0.48,0.49,0.14,1.4,0.0,NaN,0.57,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170918,2017-09-18T16:25:00Z,21.1,NaN,NaN,100.0,1.3,1.35,1.32,0.5,0.5,0.5,0.15,1.6,0.0,NaN,1.2,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20170925,2017-09-25T16:19:00Z,19.8,NaN,NaN,100.0,1.26,1.19,1.22,0.55,0.51,0.53,0.14,2.1,0.0,NaN,0.62,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171002,2017-10-02T16:16:00Z,20.2,NaN,NaN,100.0,0.76,0.8,0.78,0.31,0.33,0.32,0.14,2.1,0.0,NaN,1.09,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171009,2017-10-09T16:30:00Z,19.7,NaN,NaN,100.0,0.9,0.97,0.94,0.35,0.4,0.37,0.2,2.7,0.0,NaN,1.18,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171016,2017-10-16T16:18:00Z,20.3,NaN,NaN,100.0,1.37,1.41,1.39,0.52,0.55,0.54,0.2,2.9,0.0,NaN,1.09,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171023,2017-10-23T16:19:00Z,18.9,NaN,NaN,100.0,1.97,2.03,2.0,0.94,0.88,0.91,0.26,3.7,0.0,NaN,0.56,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171030,2017-10-30T16:09:00Z,19.4,NaN,NaN,100.0,1.44,1.54,1.49,0.53,0.48,0.5,0.14,2.5,0.0,NaN,1.27,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171106,2017-11-06T18:13:00Z,18.1,NaN,NaN,100.0,1.98,1.96,1.97,0.52,0.65,0.59,0.31,3.4,0.0,NaN,0.54,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171113,2017-11-13T18:34:00Z,17.3,NaN,NaN,100.0,1.5,1.6,1.55,0.9,0.79,0.85,0.32,3.4,0.0,NaN,0.75,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171120,2017-11-20T18:15:00Z,15.7,NaN,NaN,100.0,2.45,2.35,2.4,0.81,0.88,0.85,0.42,4.8,0.0,NaN,0.32,0.75,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171127,2017-11-27T18:16:00Z,17.1,NaN,NaN,100.0,1.84,1.79,1.82,0.65,0.73,0.69,0.33,2.8,0.0,NaN,0.56,0.23,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171204,2017-12-04T17:16:00Z,16.5,NaN,NaN,100.0,0.88,0.82,0.85,0.44,0.45,0.45,0.26,2.5,0.0,NaN,0.38,0.28,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171211,2017-12-11T18:18:00Z,16.4,NaN,NaN,100.0,0.8,0.83,0.81,0.5,0.46,0.48,0.28,2.3,0.0,NaN,0.61,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171218,2017-12-18T18:16:00Z,16.4,NaN,NaN,100.0,0.65,0.69,0.67,0.36,0.35,0.36,0.42,2.3,0.0,NaN,0.63,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20171223,2017-12-23T18:09:00Z,15.6,NaN,NaN,100.0,1.24,1.22,1.23,0.48,0.54,0.51,0.25,2.5,0.0,NaN,0.44,0.23,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180102,2018-01-02T18:19:00Z,16.3,NaN,NaN,100.0,0.68,0.65,0.67,0.37,0.39,0.38,0.3,2.5,0.0,NaN,0.54,0.23,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180108,2018-01-08T18:50:00Z,16.3,NaN,NaN,100.0,0.94,0.96,0.95,0.6,0.66,0.63,0.35,2.7,0.0,NaN,1.25,0.34,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180116,2018-01-16T18:35:00Z,16.3,NaN,NaN,100.0,0.89,0.86,0.88,0.59,0.58,0.58,0.32,3.1,0.0,NaN,0.92,0.49,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180122,2018-01-22T18:44:00Z,15.5,NaN,NaN,100.0,1.22,1.23,1.22,0.61,0.56,0.59,0.37,3.4,0.0,NaN,0.43,0.75,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180129,2018-01-29T18:46:00Z,15.5,NaN,NaN,100.0,2.46,2.63,2.54,0.61,0.54,0.57,0.27,3.5,0.0,NaN,0.53,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180205,2018-02-05T18:50:00Z,15.7,NaN,NaN,100.0,1.29,1.23,1.26,0.27,0.3,0.29,0.26,2.3,0.0,NaN,0.64,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180212,2018-02-12T18:55:00Z,16.2,NaN,NaN,100.0,1.03,1.03,1.03,0.32,0.27,0.3,0.27,2.3,0.0,NaN,0.33,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180219,2018-02-19T18:05:00Z,15.9,NaN,NaN,100.0,1.31,1.44,1.37,0.54,0.6,0.57,0.36,1.8,0.0,NaN,1.05,0.31,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180226,2018-02-26T18:44:00Z,14.4,NaN,NaN,100.0,1.83,1.77,1.8,0.73,0.72,0.73,0.4,3.7,0.0,NaN,0.48,0.94,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180305,2018-03-05T18:47:00Z,14.5,NaN,NaN,100.0,1.43,1.49,1.46,0.52,0.49,0.51,0.3,4.7,0.0,NaN,0.0,0.43,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180312,2018-03-12T17:48:00Z,15.4,NaN,NaN,100.0,2.03,2.05,2.04,0.62,0.63,0.62,0.22,2.1,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180319,2018-03-19T17:07:00Z,14.8,NaN,NaN,100.0,1.69,1.65,1.67,0.7,0.77,0.73,0.33,4.2,0.0,NaN,0.39,1.33,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180326,2018-03-26T17:25:00Z,13.1,NaN,NaN,100.0,3.14,3.34,3.24,1.68,1.87,1.78,0.81,11.4,0.0,NaN,0.25,7.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180402,2018-04-02T17:32:00Z,13.6,NaN,NaN,100.0,5.21,5.21,5.21,1.39,1.5,1.45,0.41,8.6,0.0,NaN,0.33,2.19,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180410,2018-04-10T17:25:00Z,17.5,NaN,NaN,100.0,2.07,2.24,2.15,0.6,0.5,0.55,0.16,4.6,0.0,NaN,0.31,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180416,2018-04-16T17:51:00Z,15.9,NaN,NaN,100.0,2.41,2.41,2.41,0.94,1.13,1.03,0.32,7.0,0.0,NaN,0.47,1.12,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180423,2018-04-23T17:36:00Z,16.8,NaN,NaN,100.0,4.79,5.13,4.96,1.81,1.75,1.78,0.12,8.0,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180430,2018-04-30T17:48:00Z,14.2,NaN,NaN,100.0,3.49,3.45,3.47,1.5,1.56,1.53,0.74,13.4,0.0,NaN,1.18,5.51,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180507,2018-05-07T17:56:00Z,16.0,NaN,NaN,100.0,5.74,6.08,5.91,3.02,3.4,3.21,0.5,12.3,0.0,NaN,0.35,1.46,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180514,2018-05-14T18:00:00Z,18.2,NaN,NaN,100.0,2.26,2.38,2.32,1.3,1.35,1.32,0.18,5.3,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180521,2018-05-21T17:35:00Z,17.0,NaN,NaN,100.0,5.41,6.27,5.84,4.23,5.92,5.07,0.29,5.9,0.0,NaN,0.6,0.27,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180529,2018-05-29T17:09:00Z,18.1,NaN,NaN,100.0,3.26,3.48,3.37,2.44,2.41,2.43,0.2,4.7,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180604,2018-06-04T17:41:00Z,19.1,NaN,NaN,100.0,3.39,3.51,3.45,2.51,2.48,2.49,0.19,5.7,0.0,NaN,0.41,0.14,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180611,2018-06-11T17:15:00Z,20.0,NaN,NaN,100.0,3.64,3.59,3.61,1.99,1.9,1.95,0.15,3.8,0.0,NaN,0.32,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180618,2018-06-18T17:19:00Z,19.7,NaN,NaN,100.0,2.95,2.86,2.91,1.66,2.05,1.86,0.0,3.1,0.0,NaN,0.22,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180625,2018-06-25T17:44:00Z,20.0,NaN,NaN,100.0,0.8,0.88,0.84,0.29,0.31,0.3,0.14,1.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180702,2018-07-02T17:06:00Z,21.4,NaN,NaN,100.0,2.01,2.02,2.01,0.39,0.36,0.38,0.0,1.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
